,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,own_FDR,opp_FDR,gw
12,12,12,12,0,0,0,0,0.0,117,137,0,0,0.0,0.0,2021-12-01T19:30:00Z,0,20,0,0,0,0,14,0,445,0,0,0.0,0,-4,0,4,45,False,0,2,3,14
13,13,13,13,0,0,0,0,0.0,117,145,0,0,0.0,0.0,2021-12-04T15:00:00Z,0,14,0,0,0,0,15,0,441,0,1,0.0,0,-3,0,3,45,False,0,2,3,15
14,14,14,14,0,0,0,0,0.0,117,154,0,0,0.0,0.0,2021-12-12T14:00:00Z,0,19,0,0,0,0,16,0,433,0,0,0.0,0,-8,0,8,45,True,0,2,3,16
15,15,15,15,0,0,0,0,0.0,117,198,0,0,0.0,0.0,2021-12-30T20:15:00Z,0,13,0,0,0,0,20,0,426,1,3,0.0,0,-2,0,2,45,False,0,2,4,20
16,16,16,16,0,0,0,0,0.0,117,206,0,0,0.0,0.0,2022-01-02T14:00:00Z,0,10,0,0,0,0,21,0,423,1,3,0.0,0,-4,0,4,45,False,0,2,2,21
17,17,17,17,0,0,0,0,0.0,117,221,0,0,0.0,0.0,2022-01-23T14:00:00Z,0,1,0,0,0,0,23,0,414,0,0,0.0,0,-4,0,4,45,False,0,2,4,23
18,18,18,18,0,0,0,0,0.0,117,164,0,0,0.0,0.0,2022-02-05T18:00:00Z,0,18,0,0,0,0,23,0,414,0,0,0.0,0,-4,0,4,45,True,0,2,2,23
19,19,19,19,0,0,0,0,0.0,117,233,0,0,0.0,0.0,2022-02-08T20:00:00Z,0,13,0,0,0,0,24,0,413,1,1,0.0,0,-1,0,1,45,True,0,2,3,24
20,20,20,20,0,0,0,0,0.0,117,242,0,0,0.0,0.0,2022-02-13T14:00:00Z,0,11,0,0,0,0,25,0,412,1,0,0.0,0,-1,0,1,45,True,0,2,4,25
21,21,21,21,0,0,0,0,0.0,117,253,0,0,0.0,0.0,2022-02-19T15:00:00Z,0,4,0,0,0,0,26,0,409,3,0,0.0,0,-3,0,3,45,False,0,2,2,26
22,22,22,22,0,0,0,0,0.0,117,124,0,0,0.0,0.0,2022-02-23T19:30:00Z,0,17,0,0,0,0,26,0,409,0,1,0.0,0,-3,0,3,45,True,0,2,3,26
23,23,23,23,0,0,0,0,0.0,117,265,0,0,0.0,0.0,2022-02-26T15:00:00Z,0,7,0,0,0,0,27,0,408,1,1,0.0,0,0,0,0,45,False,0,2,2,27
24,24,24,24,0,0,0,0,0.0,117,213,0,0,0.0,0.0,2022-03-01T19:45:00Z,0,9,0,0,0,0,27,0,408,2,0,0.0,0,0,0,0,45,True,0,2,2,27
25,25,25,25,0,0,0,0,0.0,117,272,0,0,0.0,0.0,2022-03-05T15:00:00Z,0,6,0,0,0,0,28,0,408,4,0,0.0,0,-1,0,1,45,True,0,2,4,28
26,26,26,26,0,0,0,0,0.0,117,282,0,0,0.0,0.0,2022-03-12T15:00:00Z,0,3,0,0,0,0,29,0,408,0,2,0.0,0,0,0,0,45,False,0,2,2,29
27,27,27,27,0,0,0,0,0.0,117,302,0,0,0.0,0.0,2022-04-02T14:00:00Z,0,12,0,0,0,0,31,0,408,2,0,0.0,0,0,0,0,45,True,0,2,5,31
28,28,28,28,0,0,0,0,0.0,117,183,0,0,0.0,0.0,2022-04-06T18:30:00Z,0,8,0,0,0,0,31,0,408,2,3,0.0,0,0,0,0,45,True,0,2,2,31
29,29,29,29,0,0,0,0,0.0,117,318,0,0,0.0,0.0,2022-04-10T13:00:00Z,0,15,0,0,0,0,32,0,408,0,2,0.0,0,0,0,0,45,False,0,2,2,32
30,30,30,30,0,0,0,0,0.0,117,329,0,0,0.0,0.0,2022-04-17T13:15:00Z,0,19,0,0,0,0,33,0,406,1,1,0.0,0,-2,0,2,45,False,0,2,3,33
31,31,31,31,0,0,0,0,0.0,117,292,0,0,0.0,0.0,2022-04-21T18:45:00Z,0,16,0,0,0,0,33,0,406,0,2,0.0,0,-2,0,2,45,True,0,2,2,33
32,32,32,32,0,0,0,0,0.0,117,334,0,0,0.0,0.0,2022-04-24T13:00:00Z,0,20,0,0,0,0,34,0,405,0,1,0.0,0,0,0,0,45,True,0,2,3,34
33,33,33,33,0,0,0,0,0.0,117,348,0,0,0.0,0.0,2022-04-30T14:00:00Z,0,18,0,0,0,0,35,0,406,2,1,0.0,0,0,0,0,45,False,0,2,2,35
34,34,34,34,0,0,0,0,0.0,117,354,0,0,0.0,0.0,2022-05-07T14:00:00Z,0,2,0,0,0,0,36,0,403,3,1,0.0,0,-3,0,3,45,True,0,2,2,36
35,35,35,35,0,0,0,0,0.0,117,367,0,0,0.0,0.0,2022-05-15T11:00:00Z,0,17,0,0,0,0,37,0,401,0,1,0.0,0,-2,0,2,45,False,0,2,4,37
36,36,36,36,0,0,0,0,0.0,117,171,0,0,0.0,0.0,2022-05-19T19:00:00Z,0,2,0,0,0,0,37,0,401,1,1,0.0,0,-2,0,2,45,False,0,2,2,37
37,37,37,37,0,0,0,0,0.0,117,374,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,14,0,0,0,0,38,0,401,2,1,0.0,0,0,0,0,45,True,0,2,2,38
