,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,own_FDR,opp_FDR,gw
11,11,11,11,0,0,0,0,0.0,605,159,0,0,0.0,0.0,2021-12-11T12:30:00Z,0,20,0,0,0,0,16,0,797,0,1,0.0,0,-12,32,44,45,True,0,5,3,16
12,12,12,12,0,0,0,0,0.0,605,170,0,0,0.0,0.0,2021-12-14T20:00:00Z,0,10,0,0,0,0,17,0,804,0,7,0.0,0,-16,21,37,45,True,0,5,2,17
13,13,13,13,0,0,0,0,0.0,605,175,0,0,0.0,0.0,2021-12-19T14:00:00Z,0,14,0,0,0,0,18,0,811,4,0,0.0,0,-14,16,30,45,False,0,5,3,18
14,14,14,14,0,0,0,0,0.0,605,185,0,0,0.0,0.0,2021-12-26T15:00:00Z,0,9,0,0,0,0,19,0,808,3,6,0.0,0,-14,18,32,45,True,0,5,2,19
15,15,15,15,0,0,0,0,0.0,605,192,0,0,0.0,0.0,2021-12-29T20:15:00Z,0,3,0,0,0,0,20,0,829,1,0,0.0,0,2,12,10,44,False,0,5,2,20
16,16,16,16,0,0,0,0,0.0,605,201,0,0,0.0,0.0,2022-01-01T12:30:00Z,0,1,0,0,0,0,21,0,869,2,1,0.0,0,21,44,23,44,False,0,5,4,21
17,17,17,17,0,0,0,0,0.0,605,215,0,0,0.0,0.0,2022-01-15T12:30:00Z,0,6,0,0,0,0,22,0,947,0,1,0.0,0,29,4002,3973,44,True,0,5,4,22
18,18,18,18,0,0,0,0,0.0,605,229,0,0,0.0,0.0,2022-01-22T17:30:00Z,0,16,0,0,0,0,23,0,903,1,1,0.0,0,-23,16589,16612,44,False,0,5,3,23
19,19,19,19,0,0,0,0,0.0,605,238,0,0,0.0,0.0,2022-02-09T19:45:00Z,0,3,0,0,0,0,24,0,924,0,2,0.0,0,-9,27,36,44,True,0,5,2,24
20,20,20,20,0,0,0,0,0.0,605,248,0,0,0.0,0.0,2022-02-12T17:30:00Z,0,15,0,0,0,0,25,0,927,4,0,0.0,0,-6,12,18,44,False,0,5,2,25
21,21,21,21,0,0,0,0,0.0,605,257,0,0,0.0,0.0,2022-02-19T17:30:00Z,0,17,0,0,0,0,26,0,982,3,2,0.0,0,16,33,17,44,True,0,5,3,26
22,22,22,22,0,0,0,0,0.0,605,266,0,0,0.0,0.0,2022-02-26T17:30:00Z,0,8,0,0,0,0,27,0,979,1,0,0.0,0,-5,23,28,44,False,0,5,2,27
23,23,23,23,0,0,0,0,0.0,605,275,0,0,0.0,0.0,2022-03-06T16:30:00Z,0,13,0,0,0,0,28,0,1003,1,4,0.0,0,6,21,15,44,True,0,5,3,28
24,24,24,24,0,0,0,0,0.0,605,285,0,0,0.0,0.0,2022-03-14T20:00:00Z,0,7,0,0,0,0,29,0,1046,0,0,0.0,0,11,35,24,44,False,0,5,2,29
25,25,25,25,0,0,0,0,0.0,605,302,0,0,0.0,0.0,2022-04-02T14:00:00Z,0,5,0,0,0,0,31,0,1071,2,0,0.0,0,6,23,17,44,False,0,5,2,31
26,26,26,26,0,0,0,0,0.0,605,316,0,0,0.0,0.0,2022-04-10T15:30:00Z,0,11,0,0,0,0,32,0,1089,2,2,0.0,0,6,21,15,44,True,0,5,4,32
27,27,27,27,0,0,0,0,0.0,605,295,0,0,0.0,0.0,2022-04-20T19:00:00Z,0,4,0,0,0,0,33,0,1087,0,3,0.0,0,-9,13,22,44,True,0,5,2,33
28,28,28,28,0,0,0,0,0.0,605,339,0,0,0.0,0.0,2022-04-23T14:00:00Z,0,18,0,0,0,0,34,0,1099,1,5,0.0,0,5,22,17,44,True,0,5,2,34
29,29,29,29,0,0,0,0,0.0,605,343,0,0,0.0,0.0,2022-04-30T16:30:00Z,0,10,0,0,0,0,35,0,1105,4,0,0.0,0,-8,13,21,44,False,0,5,2,35
30,30,30,30,0,0,0,0,0.0,605,359,0,0,0.0,0.0,2022-05-08T15:30:00Z,0,14,0,0,0,0,36,0,1114,0,5,0.0,0,3,23,20,44,True,0,5,2,36
31,31,31,31,0,0,0,0,0.0,605,330,0,0,0.0,0.0,2022-05-11T19:15:00Z,0,20,0,0,0,0,36,0,1114,5,1,0.0,0,3,23,20,44,False,0,5,3,36
32,32,32,32,0,0,0,0,0.0,605,369,0,0,0.0,0.0,2022-05-15T13:00:00Z,0,19,0,0,0,0,37,0,1163,2,2,0.0,0,6,29,23,44,False,0,5,3,37
33,33,33,33,0,0,0,0,0.0,605,379,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,2,0,0,0,0,38,0,1199,2,3,0.0,0,26,57,31,44,True,0,5,2,38
